index,load,APX,clouds,radiation,temp,winddeg,windspeed,windspeed_100m,pressure,humidity,rain,mxlD,snowDepth,clearSky_ulf,clearSky_dlf,sjv_E1A,sjv_E1B,sjv_E1C,sjv_E2A,sjv_E2B,sjv_E3A,sjv_E3B,sjv_E3C,sjv_E3D,sjv_E4A
2020-10-28 14:45:00+00:00,14.083333333333332,44.4,100.0,34381.875,8.909965515136719,235.61969757080078,4.322916666666667,13.248112678527832,100625.431640625,0.9211174249649048,1.0699999999999998,2151.693389892578,0.0,8.477447271347046,11.678088188171387,2.765e-05,2.84e-05,2.747e-05,3.327e-05,3.362e-05,4.902e-05,4.289e-05,4.289e-05,3.009e-05,0.0
2020-10-28 15:00:00+00:00,14.243333333333334,46.97,100.0,45423.0,8.614715576171875,212.42770385742188,4.216666666666667,13.008442878723145,100632.1796875,0.9232041835784912,1.0999999999999999,1834.6507568359375,0.0,10.14448356628418,11.95610523223877,2.844e-05,2.951e-05,2.879e-05,3.352e-05,3.409e-05,4.786e-05,4.278e-05,4.278e-05,3.022e-05,0.0
2020-10-28 15:15:00+00:00,14.713333333333335,46.97,100.0,56464.125,8.536506652832031,214.70351791381836,4.231944444444444,12.863585948944092,100646.296875,0.929502323269844,1.035,2518.362091064453,0.0,9.897989988327026,10.646334648132324,2.957e-05,3.081e-05,3.093e-05,3.384e-05,3.462e-05,4.582e-05,4.247e-05,4.247e-05,3.036e-05,0.0
2020-10-28 15:30:00+00:00,15.443333333333333,46.97,100.0,67505.25,8.458297729492188,216.97933197021484,4.247222222222222,12.718729019165039,100660.4140625,0.9358004629611969,0.97,3202.0734252929688,0.0,9.651496410369873,9.336564064025879,3.138e-05,3.271e-05,3.4e-05,3.43e-05,3.527e-05,4.282e-05,4.202e-05,4.202e-05,3.048e-05,0.0
2020-10-28 15:45:00+00:00,14.849999999999998,46.97,100.0,50777.3125,8.380088806152344,219.25514602661133,4.2625,12.573872089385986,100674.53125,0.9420986026525497,0.9049999999999999,3885.7847595214844,0.0,9.40500283241272,8.026793479919434,3.406e-05,3.538e-05,3.843e-05,3.512e-05,3.63e-05,4.003e-05,4.134e-05,4.134e-05,3.06e-05,0.0
2020-10-28 16:00:00+00:00,5.913333333333332,52.37,100.0,34049.375,8.3018798828125,221.5309600830078,4.277777777777778,12.429015159606934,100688.6484375,0.9483967423439026,0.84,4569.49609375,0.0,9.158509254455566,6.717022895812988,3.826e-05,3.983e-05,4.346e-05,3.659e-05,3.795e-05,3.74e-05,4.026e-05,4.026e-05,3.047e-05,0.0
2020-10-28 16:15:00+00:00,0.7300000000000009,52.37,100.0,17321.4375,8.311561584472656,226.41653060913086,4.340972222222222,11.778322219848633,100676.169921875,0.9502582401037216,0.96,3990.9752807617188,0.0,8.743556499481201,6.348548173904419,4.338e-05,4.541e-05,4.874e-05,3.844e-05,3.998e-05,3.611e-05,3.911e-05,3.911e-05,3.033e-05,0.0
2020-10-28 16:30:00+00:00,3.1100000000000008,52.37,100.0,593.5,8.321243286132812,231.3021011352539,4.404166666666667,11.127629280090332,100663.69140625,0.9521197378635406,1.08,3412.4544677734375,0.0,8.328603744506836,5.98007345199585,4.882e-05,5.132e-05,5.416e-05,3.993e-05,4.161e-05,3.533e-05,3.772e-05,3.772e-05,3.032e-05,2.61e-05
2020-10-28 16:45:00+00:00,3.2133333333333334,52.37,100.0,438.1875,8.330924987792969,236.18767166137695,4.467361111111111,10.476936340332031,100651.212890625,0.9539812356233597,1.2000000000000002,2833.9336547851562,0.0,7.913650989532471,5.61159873008728,5.254e-05,5.55e-05,5.783e-05,4.09e-05,4.271e-05,3.531e-05,3.645e-05,3.645e-05,3.03e-05,5.944e-05
2020-10-28 17:00:00+00:00,1.356666666666667,56.91,100.0,282.875,8.340606689453125,241.0732421875,4.530555555555555,9.82624340057373,100638.734375,0.9558427333831787,1.32,2255.412841796875,0.0,7.4986982345581055,5.243124008178711,5.387e-05,5.696e-05,5.9e-05,4.114e-05,4.297e-05,3.47e-05,3.504e-05,3.504e-05,3.026e-05,6.024e-05
2020-10-28 17:15:00+00:00,0.060000000000000164,56.91,100.0,127.5625,8.66534423828125,258.3485870361328,4.570833333333333,10.957096815109253,100601.599609375,0.9491061419248581,1.47,2340.1382446289062,0.0,6.347187042236328,7.066749811172485,5.358e-05,5.68e-05,5.806e-05,4.101e-05,4.282e-05,3.405e-05,3.349e-05,3.349e-05,3.026e-05,6.024e-05
2020-10-28 17:30:00+00:00,0.1900000000000006,56.91,100.0,-27.75,8.990081787109375,275.6239318847656,4.611111111111111,12.087950229644775,100564.46484375,0.9423695504665375,1.62,2424.8636474609375,0.0,5.195675849914551,8.89037561416626,5.279e-05,5.595e-05,5.684e-05,4.058e-05,4.234e-05,3.32e-05,3.216e-05,3.216e-05,3.034e-05,6.024e-05
2020-10-28 17:45:00+00:00,-0.4199999999999996,56.91,100.0,-20.812499999985793,9.3148193359375,292.89927673339844,4.651388888888889,13.218803644180298,100527.330078125,0.9356329590082169,1.77,2509.5890502929688,0.0,4.044164657592773,10.714001417160034,5.207e-05,5.524e-05,5.59e-05,4.041e-05,4.218e-05,3.286e-05,3.107e-05,3.107e-05,3.041e-05,6.024e-05
2020-10-28 18:00:00+00:00,0.03999999999999959,45.1,100.0,-13.874999999971585,9.639556884765625,310.17462158203125,4.691666666666666,14.34965705871582,100490.1953125,0.9288963675498962,1.92,2594.314453125,0.0,2.892653465270996,12.537627220153809,5.112e-05,5.426e-05,5.477e-05,4.05e-05,4.226e-05,3.271e-05,3.039e-05,3.039e-05,3.038e-05,6.024e-05
2020-10-28 18:15:00+00:00,0.5666666666666663,45.1,100.0,-6.937499999957378,9.637138366699219,299.5943298339844,4.695833333333333,14.181827306747437,100493.69921875,0.9307312518358231,2.175,2243.948760986328,0.0,3.8548455238342285,12.901824712753296,5.039e-05,5.347e-05,5.395e-05,4.045e-05,4.22e-05,3.263e-05,2.969e-05,2.969e-05,3.031e-05,6.024e-05
